kscore	rxn.code	rxn.name	rxn.genes	rxn.formula
1.00	r_2887	PE (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2888	PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2889	PE (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2890	PE (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2891	PE (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2892	PE (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2893	PE (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2894	PE (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2895	PE (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2896	PE (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2897	PE (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2898	PE (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2899	PE (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2900	PE (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2901	PE (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2902	PE (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2903	PE (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2904	PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2905	PE (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2906	PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2907	PE (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2908	PE (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2909	PE (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2910	PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2911	PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2912	PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2913	PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2914	PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2915	PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2916	PE (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2917	PE (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2918	PE (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2919	PE (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2920	PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2921	PE (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2922	PE (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2923	PE (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2924	PE (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2925	PE (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2926	PE (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2927	PE (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2928	PE (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2929	PE (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2930	PE (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2931	PE (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2932	PE (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2933	PE (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2934	PE (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2935	PE (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2936	PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2937	PE (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2938	PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2939	PE (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2940	PE (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2941	PE (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2942	PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2943	PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2944	PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2945	PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2946	PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2947	PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2948	PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
